Time,Time Code,Country Name,Country Code,Population density (people per sq. km of land area) [EN.POP.DNST],Urban population [SP.URB.TOTL],Urban population growth (annual %) [SP.URB.GROW],"Manufacturing, value added (current US$) [NV.IND.MANF.CD]","Industry, value added (current US$) [NV.IND.TOTL.CD]","Agriculture, value added (current US$) [NV.AGR.TOTL.CD]","Services, etc., value added (current US$) [NV.SRV.TETC.CD]",Present value of external debt (current US$) [DT.DOD.PVLX.CD],"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total) [EN.ATM.PM25.MC.ZS]","Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal) [ER.GDP.FWTL.M3.KD]",Fuel exports (% of merchandise exports) [TX.VAL.FUEL.ZS.UN],Fuel imports (% of merchandise imports) [TM.VAL.FUEL.ZS.UN],Merchandise exports (current US$) [TX.VAL.MRCH.CD.WT],Merchandise imports (current US$) [TM.VAL.MRCH.CD.WT],Access to electricity (% of population) [EG.ELC.ACCS.ZS],High-technology exports (current US$) [TX.VAL.TECH.CD],"Tariff rate, applied, weighted mean, all products (%) [TM.TAX.MRCH.WM.AR.ZS]",CPIA business regulatory environment rating (1=low to 6=high) [IQ.CPA.BREG.XQ],CPIA policy and institutions for environmental sustainability rating (1=low to 6=high) [IQ.CPA.ENVR.XQ],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Urban population (% of total) [SP.URB.TOTL.IN.ZS],Rural population (% of total population) [SP.RUR.TOTL.ZS],"Air transport, freight (million ton-km) [IS.AIR.GOOD.MT.K1]",Travel services (% of commercial service imports) [TM.VAL.TRVL.ZS.WT],Travel services (% of commercial service exports) [TX.VAL.TRVL.ZS.WT],Transport services (% of commercial service exports) [TX.VAL.TRAN.ZS.WT],Transport services (% of commercial service imports) [TM.VAL.TRAN.ZS.WT],"Air transport, passengers carried [IS.AIR.PSGR]","Railways, goods transported (million ton-km) [IS.RRS.GOOD.MT.K6]","Railways, passengers carried (million passenger-km) [IS.RRS.PASG.KM]"
1972,YR1972,Canada,CAN,2.41860744640958,16708781,1.43885023939126,..,..,..,..,..,..,..,8.59324742687636,5.73257686898275,21185300000,20037600000,..,..,..,..,..,17.3294250049026,75.971,24.029,433.3999938965,34.5324646209068,47.0698148045779,28.5609612823393,30.8356437622267,11628500,..,..
1972,YR1972,"Korea, Rep.",KOR,347.350259174787,14639182,5.20603051616675,2009213774.84792,2665886125.88765,2859324492.8606,4527221359.6681,..,..,..,1.12474939574038,8.68143693820394,1625000000,2522000000,..,..,..,..,..,1.8008084426734,43.692,56.308,72.6999969482,..,..,..,..,1640000,..,..
1972,YR1972,Russian Federation,RUS,8.04816366126803,84524649,1.82958334822252,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.078,35.922,..,..,..,..,..,..,..,..
1972,YR1972,Australia,AUS,1.71524152922953,11290185,1.9327244114411,..,..,..,..,..,..,..,6.33087039424475,4.69205550142506,6461220000,5028010000,..,..,..,..,..,11.9516315549822,85.681,14.319,220.1999969482,..,..,..,..,7795600,..,..
1972,YR1972,Spain,ESP,69.2394033374685,23372204,2.13547872723169,..,..,..,..,..,..,..,3.61599978582057,14.4426104135573,3816640000,6829330000,..,..,..,..,..,4.19096686615824,67.541,32.459,154.8999938965,..,..,..,..,8654900,..,..
1972,YR1972,Mexico,MEX,28.5388775431467,33582034,4.47453608996857,9846720000,13464176000,4948200000,24536072000,..,..,..,1.17848645107425,4.86333239306817,1694240000,2718470000,..,..,..,..,..,2.38759532559043,60.532,39.468,54.2999992371,..,..,..,..,3962000,..,..
1972,YR1972,Indonesia,IDN,66.8257439679394,21523171,5.13762659406645,..,..,..,..,..,..,..,51.3646813110647,2.55134061593638,1777000000,1561700000,..,..,..,..,..,0.358007990664889,17.779,82.221,19.8999996185,..,..,..,..,1286800,..,..
1972,YR1972,Turkey,TUR,47.5387199043696,14488541,4.0651210333455,3547703180.21201,4848056537.10247,7010600706.71378,7943462897.5265,..,..,..,2.52545305541889,10.3256403717857,884970000,1562600000,..,..,..,..,..,1.47202278937525,39.6,60.4,6.8000001907,..,..,..,..,1774500,..,..
1972,YR1972,Netherlands,NLD,394.804295023697,8294650,1.52508832622177,11838768332.8756,17947324498.7641,2533274306.5092,29097504394.3971,..,..,..,12.0072212002272,13.1621070891702,19153700000,20667000000,..,..,..,..,..,11.8388097678427,62.232,37.768,461,23.0630948678368,19.0851282063009,54.9551167515841,52.6052177339698,3275800,..,..
1972,YR1972,Switzerland,CHE,158.392936652499,3602554,0.663477006997659,..,..,..,..,..,..,..,0.0952973727521385,5.45205107182597,6841690000,8468390000,..,..,..,..,..,6.8637398186475,57.54,42.46,198.1999969482,..,..,..,..,4054100,..,..
1972,YR1972,Saudi Arabia,SAU,2.97433304336904,3370030,8.59508753215801,577108666.280641,6507913530.20652,272148233.931673,2884095734.41421,..,..,..,..,..,4772300000,1135890000,..,..,..,..,..,11.0017558939826,52.707,47.293,15.1000003815,43.4210526315789,75.581395348837,24.4186046511628,38.1578947368422,762000,..,..
1972,YR1972,Argentina,ARG,9.05581158260526,19762667,2.2255197521373,12628249874.21,15831874374.511,3815374911.49548,15085749389.0297,..,..,..,0.322420189254759,3.76729881078164,1941200000,1904700000,..,..,..,..,..,3.63785851312529,79.743,20.257,79.6999969482,..,..,..,..,2358500,..,..
1972,YR1972,Sweden,SWE,19.794073207584,6651027,0.690739983117732,..,..,..,..,..,..,..,0.996399027590504,10.4433163359726,8768950000,8109720000,..,..,..,..,..,10.4380581854893,81.886,18.114,119.5999984741,30.1484230055658,12.7565982404692,68.1818181818181,42.2077922077921,3014000,..,..
1972,YR1972,Poland,POL,107.922720297757,17626595,2.0645613772048,..,..,..,..,..,..,..,..,..,4927300000,5335000000,..,..,..,..,..,9.98174269754187,53.324,46.676,7.5999999046,..,..,..,..,1267000,..,..
1972,YR1972,Belgium,BEL,..,9138742,0.529821731166036,..,..,..,..,..,..,..,2.90466745823673,10.0490781962115,16152000000,15490000000,..,..,..,..,..,13.4726952569298,94.106,5.89400000000001,224.5,..,..,..,..,1457700,..,..
1972,YR1972,Thailand,THA,76.4587171406761,8595982,5.44507750167186,1504807677.88462,2230769230.76923,2072115399.03846,3874999927.88462,..,..,..,1.24243057524077,10.2363610917353,1081300000,1484370000,..,..,..,..,..,0.559034057503567,22.006,77.994,18.6000003815,..,..,..,..,785600,..,..
1972,YR1972,"Iran, Islamic Rep.",IRN,18.4645362115966,12936159,4.79633594615564,2007924365.67657,7443728851.48515,2050593704.29043,6745097128.71287,..,..,..,88.2551302679952,0.432531530259512,1799040000,2409240000,..,..,..,..,..,3.52844964161757,43.014,56.986,11.8999996185,..,..,..,..,894800,..,..
1972,YR1972,Austria,AUT,91.3562727052555,4927193,0.596495457290511,..,..,..,..,..,..,..,1.99494872370316,7.13174490518976,3883380000,5216260000,..,..,..,..,..,7.448516814438,65.311,34.689,4.6999998093,..,..,..,..,706600,..,..
1972,YR1972,"Egypt, Arab Rep.",EGY,36.8412697774876,15476277,3.09567130229852,..,2077559462.2544,2411840744.57084,3271458376.42192,..,..,..,6.50916279906681,6.65253509096676,825194000,898840000,..,..,..,..,..,0.695630911159573,42.2,57.8,17.7999992371,..,..,..,..,623100,..,..
1972,YR1972,Nigeria,NGA,64.4098982179914,10881326,4.52755726385174,..,..,..,..,..,..,..,82.9960419395906,0.987776020121838,2179980000,1504800000,..,..,..,..,..,0.706175602197536,18.549,81.451,7,..,..,..,..,286800,..,..
1972,YR1972,Norway,NOR,10.7681255047981,2624297,1.50941191159564,3004917883.48866,4550408305.75878,796272122.886373,9674721471.72217,..,..,..,1.21629441169431,3.98237906067095,3283070000,4372810000,..,..,..,..,..,7.48223876711033,66.725,33.275,79.4000015259,..,..,..,..,3101600,..,..
1973,YR1973,United States,USA,23.1367971909474,156034954,0.968058589105531,..,..,..,..,..,..,..,2.37808136509323,11.7644829797523,71404000000,73199000000,..,..,..,..,..,22.5105821272339,73.633,26.367,7060.1000976563,40.6318883174137,24.2897727272727,38.7073863636364,47.7590007347539,202309200,..,..
1973,YR1973,China,CHN,93.9408302931856,151552570,2.28339576291405,49490047149.8944,59334472705.3383,45616768875.0377,33593043128.5815,..,..,..,..,..,5876100000,5207560000,..,..,..,..,..,1.09819569131687,17.184,82.816,..,..,..,..,..,..,..,..
1973,YR1973,Japan,JPN,294.814511729405,80216234,1.8679662551556,..,..,..,..,..,..,..,0.250187315635568,21.7775171723243,37016700000,38388900000,..,..,..,..,..,8.47295875239408,74.22,25.78,753.0999755859,..,..,..,..,25393100,..,..
1973,YR1973,Germany,DEU,226.095339844757,57186457,0.393651778008364,..,..,..,..,..,..,..,2.32432577165144,17.7968378100502,67563300000,54890700000,..,..,..,..,..,..,72.446,27.554,826.799987793,57.5025474852376,39.9260981438385,21.0592407356745,13.3945744172236,7371300,..,..
1973,YR1973,France,FRA,97.5978493916715,38614520,1.45564476881968,52221567472.0094,76549793753.683,18006776664.7024,141636711844.431,..,..,..,2.14001985719497,12.3616938865589,36668700000,37737500000,..,..,..,..,..,9.66668052611929,72.256,27.744,757.5999755859,..,..,..,..,11957500,..,..
1973,YR1973,United Kingdom,GBR,232.275976522135,43470962,0.404128405666598,..,..,..,..,..,..,..,2.97072169786232,10.8947818299327,29637300000,38528100000,..,..,..,..,..,11.7455269442877,77.358,22.642,843.9000244141,17.51905965191,14.876753918152,52.0228468246538,57.8561684534791,18959700,..,..
1973,YR1973,India,IND,199.468895697887,122484460,3.94865572268315,13162132061.5541,18823949128.8312,35129536500.0636,24258199402.2638,..,..,..,1.33639687923858,13.8729919580679,2917170000,3210950000,..,..,..,..,..,0.378281791512906,20.653,79.347,176.5,..,..,..,..,3391600,..,..
1973,YR1973,Brazil,BRA,12.2735773748705,60375977,4.08017210717785,20247558633.575,26496716609.6275,9074168979.6725,32362317991.1432,..,..,..,1.34798462534769,15.072613793408,6199000000,6999000000,..,..,..,..,..,1.29126064522285,58.855,41.145,316.700012207,..,..,..,..,5842400,..,..
1973,YR1973,Italy,ITA,186.159620550134,35720365,0.988289736577197,..,..,..,..,..,..,..,5.66943147998615,14.0955869565858,22226400000,27797800000,..,..,..,..,..,6.47143578376782,65.241,34.759,406.3999938965,20.4340520367142,48.298788209678,31.9496629573032,46.327037394523,8189900,..,..
1973,YR1973,Canada,CAN,2.45993109371409,16967420,1.53606450713829,..,..,..,..,..,..,..,9.78095975037258,5.67682992760722,26436900000,24713300000,..,..,..,..,..,17.0599518324312,75.851,24.149,484.200012207,34.5617878756364,46.8714474653541,29.8805700599332,31.9199795554671,14626800,..,..
1973,YR1973,"Korea, Rep.",KOR,353.547055774414,15391092,5.00872678440835,2943613175.33641,3781883912.43222,3389736894.95883,5649728861.21711,..,..,..,1.1018862606188,7.3695128118887,3221000000,4240000000,..,..,..,..,..,2.14333025375457,45.131,54.869,125.3000030518,..,..,..,..,2213400,..,..
1973,YR1973,Russian Federation,RUS,8.09453354037078,86061054,1.80137786370445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.869,35.131,..,..,..,..,..,..,..,..
1973,YR1973,Australia,AUS,1.74166590734546,11474822,1.62214796339451,..,..,..,..,..,..,..,6.31547716069807,4.10038856875892,9559100000,7392740000,..,..,..,..,..,12.7796868460389,85.761,14.239,266.6000061035,..,..,..,..,9384600,..,..
1973,YR1973,Spain,ESP,70.0086978270439,23870859,2.11109732502407,..,..,..,..,..,..,..,4.68999724137904,13.0359397682723,5197580000,9667040000,..,..,..,..,..,4.44046295534415,68.224,31.776,172,..,..,..,..,9964000,..,..
1973,YR1973,Mexico,MEX,29.4660804033026,35100971,4.42375723229383,12003072000,16393936000,6374192000,29713592000,..,..,..,0.94729657227438,7.0621411622676,2250170000,3813540000,..,..,..,..,..,2.51905210049611,61.279,38.721,67.5999984741,..,..,..,..,4589600,..,..
1973,YR1973,Indonesia,IDN,68.5826647604012,22711492,5.37409761503175,..,..,..,..,..,..,..,50.1018984257548,1.8282323832733,3211000000,2729100000,..,..,..,..,..,0.395470252811969,18.28,81.72,27.7000007629,..,..,..,..,1787400,..,..
1973,YR1973,Turkey,TUR,48.6887179553812,15085598,4.03824527219305,4515901060.07067,6098939929.32862,8734982332.15548,10113074204.947,..,..,..,3.71546582655139,10.8477831034547,1317000000,2086200000,..,..,..,..,..,1.58746800102839,40.258,59.742,10,..,..,..,..,2222800,..,..
1973,YR1973,Netherlands,NLD,398.084182464455,8406296,1.33702202467147,15131571102.0022,23004267302.5382,3276926139.05092,38740526249.4088,..,..,..,13.0396002826109,13.2652953007137,27351900000,28743700000,..,..,..,..,..,12.3254524298175,62.55,37.45,498.5,23.0571196157706,19.0822922546164,54.9373764302283,54.1002424789917,3682400,..,..
1973,YR1973,Switzerland,CHE,159.566560412872,3625652,0.639109583260162,..,..,..,..,..,..,..,0.155003912021727,7.20142733716543,9527940000,11625600000,..,..,..,..,..,7.33475928944452,57.483,42.517,236.6000061035,..,..,..,..,4514400,..,..
1973,YR1973,Saudi Arabia,SAU,3.12328521786862,3673416,8.62003729388421,787244374.898829,10424917714.3474,328603032.428641,4194140182.37738,..,..,..,..,..,8987770000,1972160000,..,..,..,..,..,14.1696904795062,54.712,45.288,26.5,33.0543933054394,71.09375,28.90625,36.4016736401673,968300,..,..
1973,YR1973,Argentina,ARG,9.21309611245702,20210548,2.24099934896101,18040443689.335,22779001001.4911,6280333430.12474,23484555747.5107,..,..,..,0.17139838237626,7.58982608387925,3266000000,2229500000,..,..,..,..,..,3.73079111779821,80.158,19.842,85.9000015259,..,..,..,..,2312700,..,..
1973,YR1973,Sweden,SWE,19.8282205000731,6688293,0.558740579742828,..,..,..,..,..,..,..,0.869519307829534,11.3475737300929,12200700000,10907300000,..,..,..,..,..,10.7378226154553,82.203,17.797,127.5999984741,27.1059216013344,12.8040973111396,69.3982074263766,44.3703085904919,3225900,..,..
1973,YR1973,Poland,POL,108.90724476803,18005216,2.12526526387955,..,..,..,..,..,..,..,..,..,6432300000,7814000000,..,..,..,..,..,10.0766317616587,53.977,46.023,9.5,..,..,..,..,1491000,..,..
1973,YR1973,Belgium,BEL,..,9179915,0.449520609851027,..,..,..,..,..,..,..,2.85185250475394,8.66709246487848,22455000000,22075000000,..,..,..,..,..,14.2554864028118,94.233,5.767,238.6000061035,..,..,..,..,1562900,..,..
1973,YR1973,Thailand,THA,78.6176398050461,9068848,5.3550359151564,2078900695.8949,2903628764.95735,3001229684.35847,4933728703.46874,..,..,..,1.33379257406408,11.2546653706669,1563630000,2049020000,..,..,..,..,..,0.608869505827541,22.579,77.421,28.7000007629,..,..,..,..,1021000,..,..
1973,YR1973,"Iran, Islamic Rep.",IRN,18.9741097522041,13573156,4.8067605176389,2975079175.98211,14528150765.0765,2672632054.81838,8866525777.41645,..,..,..,89.7693198842196,0.380308482196636,2669120000,3392570000,..,..,..,..,..,4.19344779237795,43.92,56.08,15,..,..,..,..,1141600,..,..
1973,YR1973,Austria,AUT,91.8638290142892,4955326,0.569350304239537,..,..,..,..,..,..,..,2.16628975294339,7.50464508577024,5282840000,7118910000,..,..,..,..,..,7.93086698527507,65.321,34.679,6.3000001907,..,..,..,..,830900,..,..
1973,YR1973,"Egypt, Arab Rep.",EGY,37.6594173489377,15956046,3.05294816071398,..,2153612935.82617,2684183931.27842,3915361293.58262,..,..,..,10.0824845800799,2.6024387428497,1120710000,915192000,..,..,..,..,..,0.634739662623842,42.563,57.437,13.8999996185,..,..,..,..,656300,..,..
1973,YR1973,Nigeria,NGA,65.9995750848183,11392129,4.58745693398198,..,..,..,..,..,..,..,83.814575781031,1.10706977093159,3461950000,1861850000,..,..,..,..,..,0.824779285818819,18.952,81.048,7.1999998093,..,..,..,..,314100,..,..
1973,YR1973,Norway,NOR,10.8437131240674,2662165,1.43266508706953,3989212251.55226,5932221027.43765,1001769051.99625,12620104755.628,..,..,..,1.25380554097322,4.11976237319444,4725290000,6289080000,..,..,..,..,..,7.70691701181534,67.216,32.784,85.4000015259,..,..,..,..,3342600,..,..
1974,YR1974,United States,USA,23.3491575462716,157488501,0.927239982306409,..,..,..,..,..,..,..,3.54514319364962,25.1259832664004,99437000000,110875000000,..,..,..,..,..,21.5029303777343,73.643,26.357,7255.3999023438,38.2108626198083,23.8067177371833,39.8939304655274,51.4376996805112,207612400,..,..
1974,YR1974,China,CHN,95.9017921337843,155688522,2.69247959731461,50721232000.8158,61176830511.9315,48194982663.6753,34810320212.115,..,..,..,..,..,7107890000,7791150000,..,..,..,..,..,1.09736711056811,17.292,82.708,29.2000007629,..,..,..,..,710000,..,..
1974,YR1974,Japan,JPN,300.496453900709,82593959,2.92106289180389,..,..,..,..,..,..,..,0.45229530190131,40.1333161474784,55468800000,61948000000,..,..,..,..,..,8.31387944118662,74.975,25.025,739.4000244141,..,..,..,..,27485700,..,..
1974,YR1974,Germany,DEU,226.183464612036,57253758,0.117617758335478,..,..,..,..,..,..,..,4.14549373063261,28.0542148332249,89368400000,69661300000,..,..,..,..,..,..,72.503,27.497,941,52.553019444986,35.5098948196637,21.6273890237393,15.0690757074135,8886900,..,..
1974,YR1974,France,FRA,98.4035093486447,39145575,1.36590176876005,56995362793.2351,81438897981.4512,15548281505.7283,158307419530.824,..,..,..,2.68767027039731,22.8939361549373,46259300000,52918100000,..,..,..,..,..,9.26223066909249,72.65,27.35,871.299987793,..,..,..,..,12159300,..,..
1974,YR1974,United Kingdom,GBR,232.422494109866,43590038,0.273546304892883,..,..,..,..,..,..,..,4.65184213392414,20.02023173397,38196600000,54190300000,..,..,..,..,..,10.9835928609891,77.521,22.479,847.299987793,14.0790981077553,14.3714025007271,52.9202354469653,60.7542904500922,18062600,..,..
1974,YR1974,India,IND,204.17472647224,127425919,3.95510034907623,16676092243.8437,23270332363.7093,37942661442.3993,29548126949.6966,..,..,..,0.667233601734557,27.9827094577127,3926400000,5135880000,..,..,..,..,..,0.38216400222087,20.991,79.009,144.6999969482,..,..,..,..,3037300,..,..
1974,YR1974,Brazil,BRA,12.570902976021,62858800,4.02996471094191,27916785406.0384,36606872242.0549,11805727206.0522,42961340103.0038,..,..,..,1.39158302052191,23.8091092752384,7951000000,14168000000,..,..,..,..,..,1.36535234860604,59.826,40.174,407.1000061035,..,..,..,..,6855500,..,..
1974,YR1974,Italy,ITA,187.381823127401,36065654,0.962002539492351,..,..,..,..,..,..,..,7.80600792100067,26.6155944868385,30464700000,41089300000,..,..,..,..,..,6.52151472192381,65.442,34.558,437.6000061035,15.2131917266942,44.5693406444849,32.2964288269866,51.6924705259675,8631400,..,..
1974,YR1974,Canada,CAN,2.50443305170391,17247044,1.63457317857922,..,..,..,..,..,..,..,15.7984143067848,10.4990717616161,34507600000,34248400000,..,..,..,..,..,17.1234430605275,75.731,24.269,520.299987793,31.033472499112,41.7731884780171,33.3474057117661,35.7713319531337,16367500,..,..
1974,YR1974,"Korea, Rep.",KOR,359.65442670537,16159311,4.87075155461082,4019581180.31004,5126956263.75256,4687368655.27728,8034464855.24266,..,..,..,2.41952805007278,15.406920856482,4462000000,6852000000,..,..,..,..,..,2.18166435135716,46.579,53.421,200.3000030518,..,..,..,..,1923800,..,..
1974,YR1974,Russian Federation,RUS,8.14108645846998,87600777,1.7732893161219,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.652,34.348,..,..,..,..,..,..,..,..
1974,YR1974,Australia,AUS,1.78631399450685,11779960,2.62445387882111,..,..,..,..,..,..,..,8.83691948566639,8.41445426536129,11015900000,11981600000,..,..,..,..,..,12.559668731327,85.841,14.159,315.299987793,..,..,..,..,10664700,..,..
1974,YR1974,Spain,ESP,70.7820610305153,24372582,2.08003856659776,..,..,..,..,..,..,..,6.7684507245047,25.448946307657,7090980000,15427600000,..,..,..,..,..,4.89498864045474,68.901,31.099,199.5,..,..,..,..,10198100,..,..
1974,YR1974,Mexico,MEX,30.3959427968826,36647679,4.31213036346489,15662792000,22210832000,8264560000,38176800000,..,..,..,4.20925212683019,7.03991638387764,2957690000,6056570000,..,..,..,..,..,2.62332877568282,62.022,37.978,67.5,..,..,..,..,5501500,..,..
1974,YR1974,Indonesia,IDN,70.3617475449472,23954541,5.32868573348952,..,..,..,..,..,..,..,70.1740748396057,4.80723722402069,7426000000,3841900000,..,..,..,..,..,0.402156671257278,18.793,81.207,41.2999992371,..,..,..,..,2219700,..,..
1974,YR1974,Turkey,TUR,49.855438327508,15701103,3.99904508097761,5909384648.52445,8027572341.49494,12816830616.7875,13714367774.8259,..,..,..,5.58634528500394,20.529821538282,1532180000,3777600000,..,..,..,..,..,1.59332395123606,40.92,59.08,10.1999998093,43.0868167202572,44.3935926773455,22.9061784897025,53.2797427652733,1795100,..,..
1974,YR1974,Netherlands,NLD,401.216113744076,8515370,1.28918169949851,20577100172.1453,29715259775.3914,3438660545.94639,46501931961.6362,..,..,..,16.0143913475846,18.1193024394811,37423100000,38948600000,..,..,..,..,..,11.8453491812806,62.867,37.133,609,20.0824241653203,15.8986194118435,58.5245391019232,57.0238652592001,3627100,..,..
1974,YR1974,Switzerland,CHE,160.428177494434,3641615,0.439313036751714,..,..,..,..,..,..,..,0.220184834426361,9.98759954717661,11933700000,14445100000,..,..,..,..,..,6.54131127092498,57.426,42.574,272.200012207,..,..,..,..,4575000,..,..
1974,YR1974,Saudi Arabia,SAU,3.28388465313603,4002925,8.5903324546237,2215774647.88732,37750704225.3521,379436619.71831,7282816901.40845,..,..,..,99.7761817636283,1.01164404534406,35554900000,2859720000,..,..,..,..,..,13.9940934938055,56.704,43.296,35.7999992371,24.9343832020997,74.2222222222223,25.7777777777777,46.1942257217848,1282500,..,..
1974,YR1974,Argentina,ARG,9.37062875225181,20661009,2.20436544965091,24655222754.2397,31577221374.0777,7410889160.41332,33448666807.9643,..,..,..,0.314088278435944,14.5301665698237,3930700000,3634900000,..,..,..,..,..,3.72669896624252,80.567,19.433,98.1999969482,..,..,..,..,2943500,..,..
1974,YR1974,Sweden,SWE,19.8858385728908,6733350,0.671410635211935,..,..,..,..,..,..,..,1.3054663760014,17.9349408545017,15939400000,16682500000,..,..,..,..,..,9.79040472649665,82.517,17.483,143,22.2648752399232,12.8600823045268,70.5761316872426,49.0722968650032,3350300,..,..
1974,YR1974,Poland,POL,109.957553299161,18398446,2.16047108300765,..,..,..,..,..,..,..,..,..,8320700000,10482000000,..,..,..,..,..,10.2995112162069,54.629,45.371,10.3000001907,..,..,..,..,1086800,..,..
1974,YR1974,Belgium,BEL,..,9221059,0.447194464460881,..,..,..,..,..,..,..,3.33355454295695,14.3283444854784,28334000000,29880000000,..,..,..,..,..,13.8369655455829,94.358,5.642,286.1000061035,..,..,..,..,1606700,..,..
1974,YR1974,Thailand,THA,80.7601166591634,9557359,5.24661897352515,2625753895.6864,3651515722.62222,3700595511.18768,6350889301.1568,..,..,..,0.800694770608789,19.8196958083475,2444110000,3143250000,..,..,..,..,..,0.587650912991363,23.164,76.836,58.7999992371,..,..,..,..,1261000,..,..
1974,YR1974,"Iran, Islamic Rep.",IRN,19.5151526314497,14250075,4.86681512028979,4037304137.52311,28799046885.0277,3203595420.33272,13678436147.8743,..,..,..,97.3317584618177,0.206566959825442,8401500000,5432900000,..,..,..,..,..,4.52758065784713,44.832,55.168,18.7999992371,..,..,..,..,1361900,..,..
1974,YR1974,Austria,AUT,92.0203196899976,4964528,0.185526977301486,..,..,..,..,..,..,..,2.04455631432508,12.1939131203712,7161100000,9022080000,..,..,..,..,..,7.56269727826075,65.331,34.669,6.8000001907,..,..,..,..,840800,..,..
1974,YR1974,"Egypt, Arab Rep.",EGY,38.4971841880557,16450111,3.04944079419233,1549968834.40681,2185746935.38334,2659463951.79722,3874921878.24642,..,..,..,8.4955239566103,2.79047644186375,1516210000,2351370000,..,..,..,..,..,0.681689186442198,42.926,57.074,17.1000003815,..,..,..,..,837000,..,..
1974,YR1974,Nigeria,NGA,67.7158437366185,11941851,4.71264427334692,..,..,..,..,..,..,..,93.0264787535802,3.18888263095363,9204530000,2772110000,..,..,..,..,..,1.01001677234161,19.363,80.637,6.6999998093,..,..,..,..,430300,..,..
1974,YR1974,Norway,NOR,10.9111911182905,2698139,1.34225745795554,4970124735.99653,7446432117.26267,1192663862.66404,15215986425.2577,..,..,..,5.52166556012775,5.52429642942805,6281940000,8420480000,..,..,..,..,..,6.94982633495749,67.703,32.297,96,..,..,..,..,3367500,..,..
1975,YR1975,United States,USA,23.5805156917379,159070594,0.999564503181063,..,..,..,..,..,..,..,4.212468496815,27.2475068019664,108856000000,105880000000,..,..,..,..,..,20.4022240696754,73.653,26.347,6999.6000976563,39.0986601705238,24.9601699415826,36.5905469994689,48.5383678440926,204900400,..,..
1975,YR1975,China,CHN,97.6108433414108,159452730,2.38901572313462,61448446177.0083,74131627056.6728,52220668889.1279,37079255833.9606,..,..,..,..,..,7689000000,7925580000,..,..,..,..,..,1.25012409495905,17.4,82.6,46.2000007629,..,..,..,..,1000000,..,..
1975,YR1975,Japan,JPN,305.429740791269,84756490,2.58457792405186,..,..,..,..,..,..,..,0.394105160684423,44.3312391051457,55819100000,57860300000,..,..,..,..,..,7.77267068965517,75.716,24.284,852.9000244141,..,..,..,..,27281400,..,..
1975,YR1975,Germany,DEU,225.341717984705,57085531,-0.294259519818972,..,..,..,..,..,..,..,3.71189676946344,25.6347151726974,90175600000,74930500000,..,..,..,..,..,..,72.56,27.44,920.700012207,50.9219835507232,32.3650173570665,22.0098515437214,14.7383669051665,9369200,..,..
1975,YR1975,France,FRA,99.0795155287217,39564232,1.06380885482173,69781245219.5197,102446076181.735,17475906379.073,203438886339.299,..,..,..,2.73288875487048,22.8701663788712,53099700000,53946700000,..,..,..,..,..,8.23775277464255,72.926,27.074,995.299987793,22.5898483890182,19.4764030396684,27.4094297329934,33.8337915969315,13112800,..,..
1975,YR1975,United Kingdom,GBR,232.405241185467,43677888,0.201334060982028,..,..,..,..,..,..,..,4.11818367925688,17.9249003964033,43422900000,53340900000,..,..,..,..,..,10.7360536444124,77.683,22.317,797.700012207,16.1081813877274,16.6836169027473,47.8829743499349,55.8101792251085,18074900,..,..
1975,YR1975,India,IND,208.968051150448,132536083,3.93197645953461,15987440474.2645,23543568389.3036,34661503432.1769,30640339300.1595,..,..,0.613263012331465,0.888840752678398,4.394248874978,4355120000,6380660000,..,..,..,..,..,0.405924503154442,21.332,78.668,211.3000030518,2.39046680311365,27.3856591069134,41.4978952777769,72.2292111369873,3839900,..,..
1975,YR1975,Brazil,BRA,12.8751253269268,65416319,3.98808121847611,33056629539.4761,43881294192.9237,13215473676.3705,52131985943.578,..,..,..,2.31537635726927,26.1510197383603,8670000000,13592000000,..,..,..,..,..,1.40471880950191,60.789,39.211,460.5,17.6298157453936,7.25971370143149,48.5685071574642,59.5896147403685,7772900,..,..
1975,YR1975,Italy,ITA,188.504304511917,36393136,0.903918571621992,..,..,..,..,..,..,..,5.82972469121877,27.0448555437662,34987700000,38525500000,..,..,..,..,..,6.17432544192339,65.643,34.357,396.6000061035,13.6868771178364,45.5581289747105,29.8585797083736,49.7756318191063,8360600,..,..
1975,YR1975,Canada,CAN,2.55225979847166,17548557,1.73309578348919,..,..,..,..,..,..,..,16.5125895237941,12.0467342415361,34074200000,36106500000,..,..,..,..,..,17.1116133396527,75.611,24.389,534.299987793,33.2184824975069,42.1870307818163,30.401500992587,36.7794950449612,16712900,..,..
1975,YR1975,"Korea, Rep.",KOR,365.75497615592,16946391,4.75584747563308,4319834710.7438,5723140495.86777,5289669421.4876,8677479338.84298,..,..,..,2.05420901688785,19.0771350638201,4945000000,7274000000,..,..,..,..,..,2.31937141314415,48.033,51.967,293.200012207,..,..,..,..,2046700,..,..
